Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,branch-h95v,branch-u9i4,Spreadsheet,height,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,letter,ACQ_answer,ACQ,Level1,Level3,Level4,Level5,Level6,Level7,Level8,Level9,Level10,Level11,Level12,Level13,Level14,Level15,Level16,Level17,Level18,Level19,Level20,Level21,Level22,Level23,Level24,Level25,Level26,Level27,Level28,Level29,Level30,Level31,Level32,Level33,Level34,Level35,Level36,Level37,Level38,Level39,Level40,Level41,Level42,Level43,Level44,Level45,Level46,Level47,Level48,Level49,Level50,Level51,Level52,Level53,Level54,Level55,Level56,Level57,Level58,Level59,Level60,Level61,Level62,Level63,Level64,Level65,Level66,Level68,Level70,Level71,Level72,Level73,Level74,Level75,Level76,Level77,Level78,Level79,Level80,Level81,Level82,Level83,Level84,Level85,Level86,Level87,Level88,Level89,Level90,Level91,Level92,Level93,Level94,Level95,Level96,Level97,Level98,Level99,Level100,Level69,image,Level2,ANSWER,Level67,152,157,163,168,173,178,183,188,193,198
23,1667378124197,02/11/2022 08:35:24,1667378124107,1,02/11/2022 09:35:24,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,8,4,1,start,script,force_advance,40,,,,,0,1,0,,,,,1,va,D,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_upper_100.png,0.758458837,,,,,,,,,,,,
24,1667378125788,02/11/2022 08:35:25,1667378125745,1,02/11/2022 09:35:25,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,8,4,5,Level4,Zone2,response_text_entry,1630,,Enter Key,D,1,1,0,0,,,,,1,va,D,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_upper_100.png,0.758458837,,,,,,,,,,,,
25,1667378125879,02/11/2022 08:35:25,1667378125755,1,02/11/2022 09:35:25,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,8,4,15,end,advancementZone,timelimit_screen,22,,,,,0,1,0,,,1,,1,va,D,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D_upper_100.png,0.758458837,,,,,,,,,,,,
26,1667378126305,02/11/2022 08:35:26,1667378126249,1,02/11/2022 09:35:26,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,13,5,1,Screen 1,fixation,fixation,495,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1667378126380,02/11/2022 08:35:26,1667378126288,1,02/11/2022 09:35:26,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,14,5,1,start,script,force_advance,38,,,,,0,1,0,,,,,1,va,N,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_upper_100.png,0.758458837,,,,,,,,,,,,
28,1667378127726,02/11/2022 08:35:27,1667378127661,1,02/11/2022 09:35:27,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,14,5,6,Level5,Zone2,response_text_entry,1364,,Enter Key,N,1,1,0,0,,,,,1,va,N,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_upper_100.png,0.758458837,,,,,,,,,,,,
29,1667378127781,02/11/2022 08:35:27,1667378127671,1,02/11/2022 09:35:27,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,14,5,15,end,advancementZone,timelimit_screen,21,,,,,0,1,0,,,1,,1,va,N,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N_upper_100.png,0.758458837,,,,,,,,,,,,
30,1667378128222,02/11/2022 08:35:28,1667378128166,1,02/11/2022 09:35:28,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,15,6,1,Screen 1,fixation,fixation,495,,,,,0,1,0,,,,,,cross,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1667378128323,02/11/2022 08:35:28,1667378128207,1,02/11/2022 09:35:28,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,10,6,1,start,script,force_advance,39,,,,,0,1,0,,,,,1,va,H,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.758458837,,,,,,,,,,,,
32,1667378131196,02/11/2022 08:35:31,1667378131136,1,02/11/2022 09:35:31,102467,4,task-mva3,,24948566,2,7339219,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.0,1440x900,1440x820,,Vision tests - online,3,168,chartFirst,,no_preTest,,168,168,168,10,6,7,Level6,Zone2,response_text_entry,2918,,Enter Key,H,1,1,0,0,,,,,1,va,H,,,0.948079563,0.60044405,0.474033514,0.379226209,0.300220433,0.237015974,0.189612704,0.150110018,0.118507889,0.094806302,0.075845037,0.060043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H_upper_100.png,0.758458837,,,,,,,,,,,,
